"コード","銘柄名","市場","現在値","前日比(%)"
"4335","ＩＰＳ　ＨＬＤＧ","東S","1100","-5.0(-0.45%)"
"4337","ぴあ","東P","2896","+54.0(+1.90%)"
"4341","西菱電機","東S","874","+2.0(+0.23%)"
"4343","イオンファンタジー","東P","2753","+36.0(+1.32%)"
"4344","ソースネクスト","東P","112","+1.0(+0.90%)"
"4345","シーティーエス","東P","907","+13.0(+1.45%)"
"4346","ＮＥＸＹＺ．Ｇｒｏｕｐ","東S","804","+29.0(+3.74%)"
"4347","ブロードメディア","東S","1762","+2.0(+0.11%)"
"4350","メディカルシステムネットワーク","東S","490","+0.0(+0.00%)"
"4351","山田再生系債権回収総合事務所","東S","850","+0.0(+0.00%)"
"4356","応用技術","東S","1666","-6.0(-0.36%)"
"4360","マナック・ケミカル・パートナー","東S","771","-36.0(-4.46%)"
"4361","川口化学工業","東S","1495","-23.0(-1.52%)"
"4362","日本精化","東P","2665","+17.0(+0.64%)"
"4365","松本油脂製薬","東S","19590","-90.0(-0.46%)"
"4366","ダイトーケミックス","東S","400","-21.0(-4.99%)"
"4367","広栄化学","東S","2550","-47.0(-1.81%)"
"4368","扶桑化学工業","東P","3300","-225.0(-6.38%)"
"4369","トリケミカル研究所","東P","2868","-187.0(-6.12%)"
"436A","サイバーソリューションズ","東G","999","-24.0(-2.35%)"
"4370","モビルス","東G","320","-5.0(-1.54%)"
"4371","コアコンセプト・テクノロジー","東G","1454","+57.0(+4.08%)"
"4372","ユミルリンク","東G","1269","-6.0(-0.47%)"
"4373","シンプレクス・ＨＬＤＧ","東P","1183","+39.0(+3.41%)"
"4374","ＲＯＢＯＴ ＰＡＹＭＥＮＴ","東G","2300","-2.0(-0.09%)"
"4375","セーフィー","東G","655","+5.0(+0.77%)"
"4376","くふうカンパニーＨＬＤＧ","東G","155","-1.0(-0.64%)"
"4377","ワンキャリア","東G","2119","+71.0(+3.47%)"
"4378","ＣＩＮＣ","東G","462","+2.0(+0.43%)"
"4379","Ｐｈｏｔｏｓｙｎｔｈ","東G","385","-14.0(-3.51%)"
"4380","Ｍマート","東G","1210","-39.0(-3.12%)"
"4381","ビープラッツ","東G","302","-24.0(-7.36%)"
"4382","ＨＥＲＯＺ","東S","695","-2.0(-0.29%)"
"4385","メルカリ","東P","4501.0","-41.0(-0.90%)"
"4386","ＳＩＧグループ","東S","838","-3.0(-0.36%)"
"4387","ＺＵＵ","東G","475","-11.0(-2.26%)"
"4388","エーアイ","東S","353","-2.0(-0.56%)"
"4389","プロパティデータバンク","東G","1056","-4.0(-0.38%)"
"438A","インフキュリオン","東G","888","+40.0(+4.72%)"
"4390","ＩＰＳ","東P","3370","-45.0(-1.32%)"
"4391","ロジザード","東G","1164","-5.0(-0.43%)"
"4392","ＦＩＧ","東P","847","-44.0(-4.94%)"
"4393","バンク・オブ・イノベーション","東G","4715","+60.0(+1.29%)"
"4394","エクスモーション","東G","541","-3.0(-0.55%)"
"4395","アクリート","東G","695","-20.0(-2.80%)"
"4396","システムサポートＨＬＤＧ","東P","1127","+17.0(+1.53%)"
"4397","チームスピリット","東G","402","+17.0(+4.42%)"
"4398","ブロードバンドセキュリティ","東S","1240","-7.0(-0.56%)"
"4401","ＡＤＥＫＡ","東P","3819.0","-57.0(-1.47%)"
"4403","日油","東P","2825.5","+31.5(+1.13%)"
"4404","ミヨシ油脂","東S","1928","+26.0(+1.37%)"
"4406","新日本理化","東S","197","-2.0(-1.01%)"
"4409","東邦化学工業","東S","733","-1.0(-0.14%)"
"4410","ハリマ化成グループ","東P","990","-5.0(-0.50%)"
"4412","サイエンスアーツ","東G","1091","-25.0(-2.24%)"
"4413","ボードルア","東P","3045","+109.0(+3.71%)"
"4414","フレクト","東G","1208","+13.0(+1.09%)"
"4415","ブロードエンタープライズ","東G","1303","+2.0(+0.15%)"
"4416","Ｔｒｕｅ　Ｄａｔａ","東G","391","-21.0(-5.10%)"
"4417","グローバルセキュリティエキスパ","東G","4515","+110.0(+2.50%)"
"4418","ＪＤＳＣ","東G","789","-5.0(-0.63%)"
"4419","ＦｉｎａｔｅｘｔＨＬＤＧ","東G","1603","+12.0(+0.75%)"
"441A","ＮＥ","東G","255","+2.0(+0.79%)"
"4420","イーソル","東S","708","-30.0(-4.07%)"
"4421","ディ・アイ・システム","東S","920","-3.0(-0.33%)"
"4422","ＶＡＬＵＥＮＥＸ","東G","487","-27.0(-5.25%)"
"4424","Ａｍａｚｉａ","東G","390","+30.0(+8.33%)"
"4425","Ｋｕｄａｎ","東G","1529","-139.0(-8.33%)"
"4427","ＥｄｕＬａｂ","東G","205","+2.0(+0.99%)"
"4428","シノプス","東G","712","-36.0(-4.81%)"
"4429","リックソフト","東G","690","-9.0(-1.29%)"
"442A","クラシコ","東G","968","+8.0(+0.83%)"
"4430","東海ソフト","東S","1666","+11.0(+0.66%)"
"4431","スマレジ","東G","3295","+135.0(+4.27%)"
"4432","ウイングアーク１ｓｔ","東P","3230","+175.0(+5.73%)"
"4433","ヒト・コミュニケーションズＨＤ","東P","904","+6.0(+0.67%)"
"4434","サーバーワークス","東S","2372","+196.0(+9.01%)"
"4436","ミンカブ・ジ・インフォノイド","東G","454","+4.0(+0.89%)"
"4437","ｇｏｏｄｄａｙｓ　ＨＬＤＧ","東G","801","-11.0(-1.35%)"
"4438","Ｗｅｌｂｙ","東G","243","+5.0(+2.10%)"
"4439","東名","東S","785","-36.0(-4.38%)"
"4440","ヴィッツ","東S","1126","-18.0(-1.57%)"
"4441","トビラシステムズ","東S","1650","-3.0(-0.18%)"
"4442","バルテス・ＨＬＤＧ","東G","412","+2.0(+0.49%)"
"4443","Ｓａｎｓａｎ","東P","2051","+80.0(+4.06%)"
"4444","インフォネット","東G","912","+1.0(+0.11%)"
"4445","リビン・テクノロジーズ","東G","1758","-2.0(-0.11%)"
"4446","Ｌｉｎｋ−Ｕグループ","東S","800","+0.0(+0.00%)"
"4447","ピー・ビーシステムズ","東G","465","-4.0(-0.85%)"
"4448","ｋｕｂｅｌｌ","東G","298","+6.0(+2.05%)"
"4450","パワーソリューションズ","東G","2117","+8.0(+0.38%)"
"4452","花王","東P","3419.0","+99.0(+2.98%)"
"4461","第一工業製薬","東P","8830","-190.0(-2.11%)"
"4462","石原ケミカル","東P","2678","-127.0(-4.53%)"
"4463","日華化学","東S","1750","-27.0(-1.52%)"
"4464","ソフト９９コーポレーション","東S","3570","+5.0(+0.14%)"
"4465","ニイタカ","東S","2250","+8.0(+0.36%)"
"446A","ノースサンド","東G","1609","+35.0(+2.22%)"
"4471","三洋化成工業","東P","4805","-5.0(-0.10%)"
"4475","ＨＥＮＮＧＥ","東G","1330","+4.0(+0.30%)"
"4476","ＡＩ　ＣＲＯＳＳ","東G","1081","+42.0(+4.04%)"
"4477","ＢＡＳＥ","東G","304","-2.0(-0.65%)"
"4478","フリー","東G","2705","+142.0(+5.54%)"
"4479","マクアケ","東G","855","-169.0(-16.50%)"
"4480","メドレー","東P","2085","+92.0(+4.62%)"
"4481","ベース","東P","3260","+60.0(+1.88%)"
"4482","ウィルズ","東G","723","+0.0(+0.00%)"
"4483","ＪＭＤＣ","東P","3260","+50.0(+1.56%)"
"4484","ランサーズ","東G","285","-1.0(-0.35%)"
"4486","ユナイトアンドグロウ","東G","638","-9.0(-1.39%)"
"4487","スペースマーケット","東G","219","-5.0(-2.23%)"
"4488","ＡＩ　ｉｎｓｉｄｅ","東G","2127","+7.0(+0.33%)"
"4490","ビザスク","東G","663","-6.0(-0.90%)"
"4491","コンピューターマネージメント","東S","3150","+10.0(+0.32%)"
"4492","ゼネテック","東S","379","-39.0(-9.33%)"
"4493","サイバーセキュリティクラウド","東G","1762","+1.0(+0.06%)"
"4495","アイキューブドシステムズ","東G","1940","+14.0(+0.73%)"
"4496","コマースＯｎｅ　ＨＬＤＧ","東G","808","-37.0(-4.38%)"
"4498","サイバートラスト","東G","1158","-8.0(-0.69%)"
"4499","Ｓｐｅｅｅ","東S","2073","-1.0(-0.05%)"
"4502","武田薬品工業","東P","5847.0","+103.0(+1.79%)"
"4503","アステラス製薬","東P","2295.5","+62.0(+2.78%)"
"4506","住友ファーマ","東P","1266.0","-26.5(-2.05%)"
"4507","塩野義製薬","東P","3070.0","+167.5(+5.77%)"
"4512","わかもと製薬","東S","269","+3.0(+1.13%)"
"4516","日本新薬","東P","3550.0","-30.0(-0.84%)"
"4519","中外製薬","東P","7069.0","+70.0(+1.00%)"
"4521","科研製薬","東P","3990","+80.0(+2.05%)"
"4523","エーザイ","東P","5110.0","+319.0(+6.66%)"
"4524","森下仁丹","東S","2222","+24.0(+1.09%)"
"4526","理研ビタミン","東P","3280","+80.0(+2.50%)"
"4527","ロート製薬","東P","2524.5","+145.0(+6.09%)"
"4528","小野薬品工業","東P","2491.5","+74.5(+3.08%)"
"4531","有機合成薬品工業","東S","328","-5.0(-1.50%)"
"4534","持田製薬","東P","3245","+60.0(+1.88%)"
"4536","参天製薬","東P","2020.5","+60.5(+3.09%)"
"4538","扶桑薬品工業","東P","2267","+42.0(+1.89%)"
"4539","日本ケミファ","東S","1614","-16.0(-0.98%)"
"4540","ツムラ","東P","4045.0","+116.0(+2.95%)"
"4543","テルモ","東P","2382.5","+93.5(+4.08%)"
"4544","Ｈ．Ｕ．グループＨＬＤＧ","東P","3595.0","+123.0(+3.54%)"
"4547","キッセイ薬品工業","東P","4335","+95.0(+2.24%)"
"4548","生化学工業","東P","759","+16.0(+2.15%)"
"4549","栄研化学","東P","2515","+53.0(+2.15%)"
"4552","ＪＣＲファーマ","東P","517","-1.0(-0.19%)"
"4553","東和薬品","東P","4235","+115.0(+2.79%)"
"4554","富士製薬工業","東P","1897","+34.0(+1.83%)"
"4558","中京医薬品","東S","198","-1.0(-0.50%)"
"4559","ゼリア新薬工業","東P","2187","+67.0(+3.16%)"
"4563","アンジェス","東G","47","+0.0(+0.00%)"
"4564","オンコセラピー・サイエンス","東G","20","+0.0(+0.00%)"
"4565","ネクセラファーマ","東P","870","+3.0(+0.35%)"
"4568","第一三共","東P","2886.5","-3.0(-0.10%)"
"4569","杏林製薬","東P","1218","+36.0(+3.05%)"
"456A","ＨＵＭＡＮ　ＭＡＤＥ","東G","1336","-42.0(-3.05%)"
"4570","免疫生物研究所","東G","911","-29.0(-3.09%)"
"4571","ＮＡＮＯＨＬＤＧ","東G","95","+0.0(+0.00%)"
"4572","カルナバイオサイエンス","東G","292","-4.0(-1.35%)"
"4574","大幸薬品","東P","255","+6.0(+2.41%)"
"4575","キャンバス","東G","682","-48.0(-6.58%)"
"4576","デ・ウエスタン・セラピテクス","東G","75","-2.0(-2.60%)"
"4577","ダイト","東P","1293","+18.0(+1.41%)"
"4578","大塚ＨＬＤＧ","東P","11505.0","+120.0(+1.05%)"
"4579","ラクオリア創薬","東G","453","+0.0(+0.00%)"
"4582","シンバイオ製薬","東G","66","-2.0(-2.94%)"
"4583","カイオム・バイオサイエンス","東G","68","+0.0(+0.00%)"
"4584","キッズウェル・バイオ","東G","138","-2.0(-1.43%)"
"4586","メドレックス","東G","64","-2.0(-3.03%)"
"4587","ペプチドリーム","東P","948.7","+18.4(+1.98%)"
"4588","オンコリスバイオファーマ","東G","2451","-40.0(-1.61%)"
"4591","リボミック","東G","71","+0.0(+0.00%)"
"4592","サンバイオ","東G","900","-26.0(-2.81%)"
"4593","ヘリオス","東G","212","-14.0(-6.19%)"
"4594","ブライトパス・バイオ","東G","46","-1.0(-2.13%)"
"4595","ミズホメディー","東S","1694","+18.0(+1.07%)"
"4596","窪田製薬ＨＬＤＧ","東G","57","-5.0(-8.06%)"
"4597","ソレイジア・ファーマ","東G","29","+0.0(+0.00%)"
"4598","Ｄｅｌｔａ―Ｆｌｙ　Ｐｈａｒｍ","東G","95","-4.0(-4.04%)"
"4599","ステムリム","東G","288","-4.0(-1.37%)"
"460A","ＢＲＡＮＵ","東G","901","+11.0(+1.24%)"
"4611","大日本塗料","東P","1368","-5.0(-0.36%)"
"4612","日本ペイントＨＬＤＧ","東P","1237.0","+29.0(+2.40%)"
"4613","関西ペイント","東P","2864.0","+70.0(+2.51%)"
"4615","神東塗料","東S","130","+0.0(+0.00%)"
"4616","川上塗料","東S","2017","-3.0(-0.15%)"
"4617","中国塗料","東P","3600","-180.0(-4.76%)"
"4619","日本特殊塗料","東S","2502","+41.0(+1.67%)"
"4620","藤倉化成","東S","831","-14.0(-1.66%)"
"4623","アサヒペン","東S","-","- (-%)"
"4624","イサム塗料","東S","3540","+20.0(+0.57%)"
"4625","アトミクス","東S","732","-6.0(-0.81%)"
"4626","太陽ＨＬＤＧ","東P","4685.0","-4.0(-0.09%)"
"4627","ナトコ","東S","-","- (-%)"
"4628","エスケー化研","東S","8800","-160.0(-1.79%)"
"4629","大伸化学","東S","1901","+17.0(+0.90%)"
"462A","ＦＵＮＤＩＮＮＯ","東G","213","-1.0(-0.47%)"
"4631","ＤＩＣ","東P","4359.0","-25.0(-0.57%)"
"4633","サカタインクス","東P","2512","+10.0(+0.40%)"
"4634","ａｒｔｉｅｎｃｅ","東P","4490","+15.0(+0.34%)"
"4635","東京インキ","東S","1400","-14.0(-0.99%)"
"463A","インテリックスＨＬＤＧ","東S","930","-4.0(-0.43%)"
"4641","アルプス技研","東P","851","+15.0(+1.79%)"
"4642","オリジナル設計","東S","1422","+20.0(+1.43%)"
"4644","イマジニア","東S","1062","+12.0(+1.14%)"
"4645","市進ＨＬＤＧ","東S","434","+2.0(+0.46%)"
"464A","ＱＰＳＨＬＤＧ","東G","1371","-146.0(-9.62%)"
"4650","ＳＤエンターテイメント","東S","268","-1.0(-0.37%)"
"4651","サニックスＨＬＤＧ","東S","264","+3.0(+1.15%)"
"4657","環境管理センター","東S","458","+1.0(+0.22%)"
"4658","日本空調サービス","東P","1574","-22.0(-1.38%)"
"4661","オリエンタルランド","東P","3030.0","+126.0(+4.34%)"
"4662","フォーカスシステムズ","東P","1787","+24.0(+1.36%)"
"4664","アール・エス・シー","東S","897","-31.0(-3.34%)"
"4665","ダスキン","東P","4699.0","+113.0(+2.46%)"
"4666","パーク２４","東P","2068.0","+48.0(+2.38%)"
"4667","アイサンテクノロジー","東S","1762","-38.0(-2.11%)"
"4668","明光ネットワークジャパン","東P","805","+14.0(+1.77%)"
"4671","ファルコＨＬＤＧ","東S","2759","+55.0(+2.03%)"
"4673","川崎地質","東S","4675","-25.0(-0.53%)"
"4674","クレスコ","東P","1610","+34.0(+2.16%)"
"4676","フジ・メディアＨＬＤＧ","東P","4259.0","+53.0(+1.26%)"
"4678","秀英予備校","東S","322","+2.0(+0.63%)"
"4679","田谷","東S","255","-3.0(-1.16%)"
"4680","ラウンドワン","東P","1257.0","+17.5(+1.41%)"
"4681","リゾートトラスト","東P","1855.5","+61.5(+3.43%)"
"4684","オービック","東P","4752.0","+185.0(+4.05%)"
"4685","菱友システムズ","東S","2848","-1.0(-0.04%)"
"4686","ジャストシステム","東P","4065","+125.0(+3.17%)"
"4687","ＴＤＣソフト","東P","1126","+33.0(+3.02%)"
"4689","ＬＩＮＥヤフー","東P","472.6","+21.6(+4.79%)"
"4691","ワシントンホテル","東S","2094","-82.0(-3.77%)"
"4694","ビー・エム・エル","東P","3700","+90.0(+2.49%)"
"469A","フィットクルー","東G","1444","+4.0(+0.28%)"
"4704","トレンドマイクロ","東P","6799.0","+225.0(+3.42%)"
"4705","クリップコーポレーション","東S","777","+0.0(+0.00%)"
"4707","キタック","東S","327","-1.0(-0.30%)"
"4709","ＩＤ　ＨＬＤＧ","東P","1156","+25.0(+2.21%)"
"4712","ＫｅｙＨｏｌｄｅｒ","東S","742","+8.0(+1.09%)"
"4714","リソー教育グループ","東P","204","+1.0(+0.49%)"
"4716","日本オラクル","東S","8959.0","+186.0(+2.12%)"
"4718","早稲田アカデミー","東P","2602","+106.0(+4.25%)"
"4719","アルファシステムズ","東P","3430","+60.0(+1.78%)"
"471A","ＮＳグループ","東P","1513","+18.0(+1.20%)"
"4720","城南進学研究社","東S","244","+1.0(+0.41%)"
"4722","フューチャー","東P","2382","+42.0(+1.79%)"
"4725","ＣＡＣ　ＨＬＤＧ","東P","1888","+34.0(+1.83%)"
"4728","トーセ","東S","642","-2.0(-0.31%)"
"472A","ミラティブ","東G","512","-8.0(-1.54%)"
"4732","ユー・エス・エス","東P","2063.5","+43.0(+2.13%)"
"4733","オービックビジネスコンサルタン","東P","8426.0","+425.0(+5.31%)"
"4735","京進","東S","301","-4.0(-1.31%)"
"4736","日本ラッド","東S","585","+3.0(+0.52%)"
"4743","アイティフォー","東P","1774","+40.0(+2.31%)"
"4746","東計電算","東S","5040","+70.0(+1.41%)"
"4750","ダイサン","東S","560","-2.0(-0.36%)"
"4751","サイバーエージェント","東P","1576.0","+60.5(+3.99%)"
"4752","昭和システムエンジニアリング","東S","1536","-2.0(-0.13%)"
"4754","トスネット","東S","1513","+11.0(+0.73%)"
"4755","楽天グループ","東P","840.4","+8.4(+1.01%)"
"475A","ギミック","東S","577","-17.0(-2.86%)"
"4760","アルファ","東S","1605","+10.0(+0.63%)"
"4761","さくらケーシーエス","東S","1496","+9.0(+0.61%)"
"4762","エックスネット","東S","1999","+6.0(+0.30%)"
"4763","クリーク・アンド・リバー社","東P","1522","+18.0(+1.20%)"
"4765","ＳＢＩグローバルアセットマネジ","東P","608","+20.0(+3.40%)"
"4766","ピーエイ","東S","196","-1.0(-0.51%)"
"4767","テー・オー・ダブリュー","東S","343","+4.0(+1.18%)"
"4768","大塚商会","東P","3421.0","+170.0(+5.23%)"
"4769","ＩＣ","東S","1110","+21.0(+1.93%)"
"476A","辻・本郷ＩＴコンサルティング","東S","1579","-21.0(-1.31%)"
"4771","エフアンドエム","東S","2430","+49.0(+2.06%)"
"4772","ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮ","東G","77","-2.0(-2.53%)"
"4776","サイボウズ","東P","2831","+172.0(+6.47%)"
"4777","ガーラ","東S","197","-2.0(-1.01%)"
"477A","スタートライン","東G","587","-8.0(-1.34%)"
"4783","ＮＣＤ","東S","2508","+29.0(+1.17%)"
"4784","ＧＭＯインターネット","東P","530","+13.0(+2.51%)"
"478A","フツパー","東G","734","-6.0(-0.81%)"
"4792","山田コンサルティンググループ","東P","1724","+3.0(+0.17%)"
"479A","ＰＲＯＮＩ","東G","1316","-18.0(-1.35%)"
"4800","オリコン","東S","1358","+1.0(+0.07%)"
"4801","セントラルスポーツ","東P","2464","+52.0(+2.16%)"
"4809","パラカ","東P","2099","+11.0(+0.53%)"
"480A","リブ・コンサルティング","東G","998","+0.0(+0.00%)"
"4811","ドリーム・アーツ","東G","825","-3.0(-0.36%)"
"4812","電通総研","東P","2733","+25.0(+0.92%)"
"4813","ＡＣＣＥＳＳ","東P","343","+2.0(+0.59%)"
"4814","ネクストウェア","東S","152","-2.0(-1.30%)"
"4816","東映アニメーション","東S","2994","+92.0(+3.17%)"
"4819","デジタルガレージ","東P","2384","+96.0(+4.20%)"
"4820","イーエムシステムズ","東P","567","+11.0(+1.98%)"
"4825","ウェザーニューズ","東P","1968","+38.0(+1.97%)"
"4826","ＣＩＪ","東P","514","-2.0(-0.39%)"
"4828","ビジネスエンジニアリング","東P","1266","+41.0(+3.35%)"
"4829","日本エンタープライズ","東S","104","-1.0(-0.95%)"
"4832","ＪＦＥシステムズ","東S","2079","+53.0(+2.62%)"
"4833","Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ","東G","44","-1.0(-2.22%)"
"4838","スペースシャワーＳＫＩＹＡＫＩ","東S","664","-6.0(-0.90%)"
"4839","ＷＯＷＯＷ","東P","1030","+12.0(+1.18%)"
"483A","テラテクノロジー","東S","2193","+0.0(+0.00%)"
"4840","トライアイズ","東S","519","-20.0(-3.71%)"
"4845","スカラ","東S","342","+6.0(+1.79%)"
"4847","インテリジェント　ウェイブ","東P","1013","+4.0(+0.40%)"
"4848","フルキャストＨＬＤＧ","東P","1775","+63.0(+3.68%)"
"4849","エン","東P","1330","+24.0(+1.84%)"
"485A","パワーエックス","東G","1360","-160.0(-10.53%)"
"4875","メディシノバ","東S","209","-7.0(-3.24%)"
"4880","セルソース","東S","314","+0.0(+0.00%)"
"4881","ファンペップ","東G","50","-2.0(-3.85%)"
"4882","ペルセウスプロテオミクス","東G","142","-3.0(-2.07%)"
"4883","モダリス","東G","30","-1.0(-3.23%)"
"4884","クリングルファーマ","東G","308","-4.0(-1.28%)"
"4885","室町ケミカル","東S","885","-3.0(-0.34%)"
"4886","あすか製薬ＨＬＤＧ","東P","2224","+11.0(+0.50%)"
